id_cliente;nombre;sexo;fecha_nacimiento;distrito;fecha_alta;segmento_programa
2414;Vera Bárcena Diez;F;1978-04-27;San Borja;2024-01-30;Bronce
2415;Amada Ricart Vila;F;1955-02-08;Pueblo Libre;2023-09-04;Bronce
2416;Saturnino Morillo Mora;M;1938-06-23;San Juan de Lurigancho;2023-11-22;Plata
2417;Maura Falcó-Galan;F;1971-11-25;San Borja;2024-01-28;Sin Programa
2418;Gertrudis Roman-Carrillo;F;1960-07-26;Pueblo Libre;2023-12-25;Bronce
2419;Clotilde Camacho Palacios;F;1977-12-21;Lince;2023-02-07;Bronce
2420;Carmela Alcolea Quesada;F;1991-09-05;Independencia;2023-11-23;Sin Programa
2421;Adora Porras Garcia;F;1973-06-15;La Molina;2023-07-15;Oro
2422;Damián de Lopez;M;1990-08-18;Chorrillos;2023-03-30;Bronce
2423;Flor Amada Bautista Gil;F;1941-11-17;Barranco;2023-05-25;Oro
2424;Encarna Valero;F;1943-09-19;Surco;2023-04-20;Bronce
2425;Pelayo Duarte Infante;M;1959-11-17;Chorrillos;2023-04-15;Sin Programa
2426;María Carmen Morata Pont;F;1959-11-01;San Borja;2023-08-31;Bronce
2427;Flavio Echevarría Monreal;M;2005-10-03;Lince;2023-09-21;Bronce
2428;Anabel del Alemán;F;1988-08-12;Santiago de Surco;2023-01-26;Sin Programa
2429;Zaida Marisol Sanchez Piñeiro;F;1973-11-28;Villa El Salvador;2023-11-19;Sin Programa
2430;Miguel Guerrero-Vara;M;1978-12-20;Independencia;2023-05-03;Sin Programa
2431;Pastor Adolfo Guerrero Almazán;M;1961-09-08;Barranco;2023-05-06;Bronce
2432;Reynaldo Vidal Casanova Mendizábal;M;1969-01-12;San Borja;2023-07-31;Bronce
2433;Paz Romero Hervia;F;1954-11-29;Magdalena del Mar;2023-02-13;Sin Programa
2434;Ani América Cervantes Perera;F;1963-07-23;Surco;2024-01-27;Oro
2435;Emiliana de Cordero;F;1978-05-22;Pueblo Libre;2023-04-14;Bronce
2436;Clara Arellano;F;1942-07-08;Lince;2023-02-06;Sin Programa
2437;Íñigo Salcedo Mulet;M;1975-03-29;La Molina;2023-11-07;Sin Programa
2438;Eligia Moll Ariño;F;1960-07-21;Chorrillos;2023-07-02;Sin Programa
2439;Ruy Ribera-Maldonado;M;1975-12-23;Chorrillos;2024-01-17;Bronce
2440;Darío Muñoz Noriega;M;2006-07-10;Rímac;2023-05-04;Sin Programa
2441;Clarisa Balaguer Hurtado;F;1997-05-01;Independencia;2023-12-12;Bronce
2442;María Fernanda Pizarro Vázquez;F;1975-04-22;San Miguel;2023-05-24;Bronce
2443;Ciriaco Salamanca Aguado;M;1996-06-11;San Martín de Porres;2023-12-18;Plata
2444;Trinidad Tur Becerra;M;1970-05-05;San Juan de Lurigancho;2023-07-25;Sin Programa
2445;Amaya Cid Fuente;F;1967-01-30;Comas;2023-10-02;Sin Programa
2446;Apolonia Durán Fuente;F;2000-02-29;Magdalena del Mar;2023-07-29;Sin Programa
2447;Lilia Bermudez Rojas;F;1957-01-01;Jesús María;2023-07-02;Plata
2448;Fabricio de Figueroa;M;1958-02-15;Sin Especificar;2023-09-05;Sin Programa
2449;Imelda Egea Ibarra;F;1985-05-16;San Borja;2023-08-15;Bronce
2450;Eric Sanabria Fortuny;M;1939-09-19;Villa El Salvador;2023-07-07;Sin Programa
2451;Tere Teruel Bernal;F;1944-01-20;La Molina;2023-11-11;Plata
2452;Gisela Pina Diez;F;1972-12-05;San Isidro;2023-07-20;Sin Programa
2453;Isabela del Vazquez;F;1962-03-14;Surco;2023-05-31;Sin Programa
2454;Paulina Iris Costa Toledo;F;1995-05-31;Chorrillos;2023-01-06;Plata
2455;Rafaela Pizarro Roma;F;1972-08-10;Surco;2023-02-21;Sin Programa
2456;Purificación Marín Corominas;F;1996-02-23;La Molina;2023-02-09;Sin Programa
2457;Pascuala Echevarría-Jimenez;F;1993-03-24;Lince;2023-12-23;Sin Programa
2458;Jordana Maza;F;1947-07-23;Chorrillos;2023-08-17;Plata
2459;Elodia del Terrón;F;1959-03-03;Santiago de Surco;2023-12-20;Sin Programa
2460;Flavio Cerezo Soria;M;1957-03-03;San Miguel;2023-03-09;Sin Programa
2461;Calixta Falcó Acosta;F;1987-08-26;Miraflores;2023-07-05;Sin Programa
2462;Tere Valle Perelló;F;1952-09-19;Ate;2023-08-06;Bronce
2463;Graciela del Prat;F;1943-02-21;Independencia;2024-01-09;Sin Programa
2464;Gregorio Tovar Mena;M;1967-02-01;Magdalena del Mar;2023-10-29;Sin Programa
2465;Andrea Guadalupe Arias Casanova;F;1969-10-14;Sin Especificar;2023-08-25;Sin Programa
2466;Lorenzo Cámara;M;1985-11-14;Magdalena del Mar;2023-06-02;Bronce
2467;Rico Rubio Jara;M;1997-12-05;Magdalena del Mar;2024-01-15;Sin Programa
2468;José Manuel Torres Pedrosa;M;1958-02-05;Chorrillos;2023-10-12;Bronce
2469;Modesta Pol Rodrigo;F;2002-12-07;Magdalena del Mar;2023-10-21;Bronce
2470;Domingo Tejedor Aramburu;M;1999-11-02;Los Olivos;2023-03-24;Sin Programa
2471;Melania Anaya Coloma;F;1978-05-24;San Isidro;2023-11-07;Bronce
2472;Marciano Sarabia Colom;M;1955-03-25;Barranco;2023-12-28;Sin Programa
2473;Duilio Cuéllar Alberola;M;1987-06-27;Barranco;2024-01-02;Plata
2474;Regina Bru Planas;F;2006-06-25;Pueblo Libre;2023-07-24;Oro
2475;Patricio Bernat;M;1955-03-23;Lince;2023-08-06;Sin Programa
2476;Yéssica Fabregat-Rocha;F;2004-07-29;Rímac;2023-10-20;Sin Programa
2477;Severino Roldán Iriarte;M;1965-02-11;Breña;2023-08-20;Oro
2478;Leyre Piñeiro Mena;F;1958-07-20;Jesús María;2023-10-02;Sin Programa
2479;Primitiva Borrell;F;1963-12-28;Surco;2023-09-20;Sin Programa
2480;Mercedes Ocaña Clavero;F;1948-09-20;Sin Especificar;2023-04-17;Plata
2481;Reinaldo Gallego Puig;M;1980-08-12;Villa El Salvador;2023-03-26;Sin Programa
2482;Adelaida Diéguez Téllez;F;1990-10-22;Ate;2023-06-22;Sin Programa
2483;Ariadna Becerra Rios;F;1983-10-08;Barranco;2024-01-07;Bronce
2484;Hilda Maldonado-Rosa;F;1974-04-24;San Isidro;2023-01-26;Bronce
2485;Chus Perera Estrada;M;1998-11-27;Rímac;2024-01-19;Bronce
2486;Chita Torrecilla Espada;F;1959-10-03;Santiago de Surco;2023-03-19;Bronce
2487;Aura Sanjuan-Garcia;F;1999-05-28;Jesús María;2023-06-16;Bronce
2488;Chus Barral España;F;1999-09-11;Villa El Salvador;2023-10-22;Sin Programa
2489;Dora Rebollo Saez;F;1940-04-13;Pueblo Libre;2023-01-19;Bronce
2490;Asunción Teófila Delgado Bernal;F;1974-01-05;San Juan de Lurigancho;2023-01-21;Sin Programa
2491;Anselma Pina Casanovas;F;1958-04-11;Jesús María;2023-01-08;Bronce
2492;Amílcar Nogués Andreu;M;1995-03-18;Rímac;2023-07-13;Oro
2493;Custodia Judith Toro Cabrero;F;1959-02-09;La Molina;2023-05-10;Sin Programa
2494;Ana Larrañaga Aguilar;F;1988-06-09;Ate;2023-02-01;Bronce
2495;Rosa Alondra Caballero Galván;F;1987-05-03;San Borja;2023-06-24;Bronce
2496;Ruy Aguilar-Peña;M;1962-11-11;Chorrillos;2023-10-20;Sin Programa
2497;Juan Bautista Ricardo Larrañaga Torre;M;2000-09-14;Magdalena del Mar;2023-10-13;Sin Programa
2498;Reyes del Román;M;1949-08-22;Breña;2023-11-24;Bronce
2499;Flora Novoa Miró;F;1943-04-01;Comas;2023-02-08;Sin Programa
2500;Fernanda Pujadas Pinedo;F;1959-12-19;Villa El Salvador;2023-05-19;Sin Programa
2501;Amparo Felipa Murillo Cabrera;F;1967-03-08;Breña;2023-08-17;Oro
2502;Jessica Querol Chamorro;F;1959-12-26;Magdalena del Mar;2023-04-14;Sin Programa
2503;María Cristina Casado Losa;F;2001-11-10;Sin Especificar;2023-01-23;Bronce
2504;Gerónimo Sans Talavera;M;1989-10-17;Rímac;2023-12-14;Sin Programa
2505;Hilario Expósito-Acero;M;1938-11-25;Pueblo Libre;2023-05-27;Oro
2506;Adán Palomino Arroyo;M;1977-07-12;Miraflores;2023-03-07;Bronce
2507;Nidia Saldaña Guillen;F;1987-01-25;Ate;2023-11-18;Sin Programa
2508;Jose Carlos Heraclio Bertrán Olivé;M;1961-10-02;Magdalena del Mar;2023-07-15;Sin Programa
2509;Íngrid Tamayo;F;1984-11-24;Breña;2023-12-29;Bronce
2510;Paula Plaza Marin;F;2005-07-30;Comas;2023-03-24;Sin Programa
2511;Cleto Pelayo Clemente Viña;M;1982-10-12;San Isidro;2023-10-13;Bronce
2512;Rita Tatiana Vargas Antón;F;1941-04-18;Comas;2023-02-14;Sin Programa
2513;Leonor Bonet Mata;F;1983-12-10;Magdalena del Mar;2023-03-22;Oro
2514;Trinidad Solera-Diéguez;F;1954-11-17;Breña;2023-06-09;Bronce
2515;Bautista del Hernando;M;1956-03-23;Lince;2023-12-31;Sin Programa
2516;Curro Donaire Borrás;M;1977-09-08;Miraflores;2023-07-07;Sin Programa
2517;Irma Andres Cueto;F;1945-11-11;San Borja;2023-09-22;Sin Programa
2518;Vito Pla Lozano;M;1966-05-20;Surco;2023-10-18;Bronce
2519;Pacífica Jiménez Tamayo;F;1957-07-02;La Molina;2023-12-30;Sin Programa
2520;Natalia Cerdán Téllez;F;1980-10-07;Miraflores;2023-12-20;Oro
2521;Rómulo Méndez Goicoechea;M;1993-03-10;San Juan de Lurigancho;2023-01-29;Sin Programa
2522;Rodolfo Óscar Barón Novoa;M;1990-02-10;Magdalena del Mar;2023-10-17;Sin Programa
2523;Xavier Pizarro;M;1998-03-28;La Molina;2023-05-12;Sin Programa
2524;Tatiana Rueda-Guijarro;F;2004-08-10;Villa El Salvador;2023-06-20;Sin Programa
2525;Efraín Carlos Manso;M;1996-02-27;San Juan de Lurigancho;2023-08-06;Sin Programa
2526;Basilio Borrell Nieto;M;1979-04-19;La Molina;2023-06-24;Bronce
2527;Ciríaco Ramón Carmona Pedro;M;1957-11-18;San Miguel;2023-01-27;Sin Programa
2528;Tamara Millán Pinto;F;1998-09-18;Surco;2023-09-29;Plata
2529;Rafa Aarón Mercader Barrio;M;1961-12-12;Jesús María;2023-05-01;Bronce
2530;Lupe Celestina Pons Roda;F;1948-10-30;San Miguel;2023-08-18;Sin Programa
2531;Regina Patiño Cases;F;1940-10-02;Comas;2023-09-03;Bronce
2532;Narcisa Girona-Campillo;F;1955-08-23;La Molina;2023-12-22;Plata
2533;Adelia Serna;F;1985-12-31;Villa El Salvador;2023-04-07;Sin Programa
2534;Blanca Martin Gilabert;F;1985-07-25;Barranco;2023-01-16;Bronce
2535;Noé del Colom;M;2003-09-01;La Molina;2023-12-28;Oro
2536;Elodia Blanca Aramburu Montero;F;1960-11-22;Sin Especificar;2023-03-24;Plata
2537;José Casal Llanos;M;1997-07-16;Villa El Salvador;2023-04-03;Sin Programa
2538;Judith Melania Garriga Uría;F;1959-09-06;Pueblo Libre;2023-06-15;Plata
2539;Ofelia Peñas Barral;F;1942-04-21;Sin Especificar;2023-07-01;Bronce
2540;Calista Galvez Gomila;F;1998-08-08;San Borja;2023-03-24;Sin Programa
2541;Ámbar Escamilla Torrent;F;1985-11-11;Sin Especificar;2023-10-23;Plata
2542;Emperatriz Cuervo;F;1964-01-18;Chorrillos;2023-12-06;Plata
2543;Maite Poza Nebot;F;2004-06-03;Surco;2023-07-01;Plata
2544;Nidia Sáenz;F;1981-02-15;La Molina;2023-08-29;Oro
2545;Prudencia Posada Portillo;F;1965-09-01;San Miguel;2023-11-29;Bronce
2546;Lucía Luna Lumbreras;F;1937-11-20;La Molina;2023-12-01;Sin Programa
2547;Odalis Prada Cabanillas;F;1971-03-02;Los Olivos;2023-02-27;Sin Programa
2548;Etelvina Balaguer Mateu;F;2006-09-14;San Miguel;2023-01-28;Sin Programa
2549;Nacio de Cervantes;M;1983-08-17;Sin Especificar;2023-01-29;Bronce
2550;Pablo del Manuel;M;1980-12-28;San Martín de Porres;2023-12-01;Sin Programa
2551;Cruz Gibert Ferrán;M;1957-03-26;Independencia;2023-10-30;Bronce
2552;Fidela Cal Coloma;F;2006-08-14;Sin Especificar;2023-02-25;Sin Programa
2553;Ignacio Diéguez;M;1987-12-21;Santiago de Surco;2024-01-06;Bronce
2554;Atilio Pagès Sáez;M;2006-12-19;Breña;2023-10-03;Sin Programa
2555;Amancio Carpio Villalba;M;1937-06-29;Santiago de Surco;2023-12-13;Bronce
2556;Martina Roura Comas;F;1966-02-26;Villa El Salvador;2023-01-26;Plata
2557;Donato Aragón;M;2002-12-16;Chorrillos;2023-05-25;Plata
2558;Dionisio Puente Torres;M;1943-03-02;Independencia;2023-12-27;Sin Programa
2559;Noemí Duque Perez;F;1973-08-13;Miraflores;2023-04-18;Sin Programa
2560;Roque Silva Piña;M;1980-11-16;Independencia;2023-01-18;Sin Programa
2561;Melania Salgado Pedrero;F;1937-09-17;Sin Especificar;2023-10-24;Bronce
2562;Azeneth Carnero Blanch;F;1938-10-05;Los Olivos;2023-03-14;Bronce
2563;Laura Vergara Gomila;F;1942-01-09;Jesús María;2023-03-09;Sin Programa
2564;Lázaro Tena Llanos;M;1939-11-09;Miraflores;2023-09-18;Sin Programa
2565;Rosalina Escrivá Plana;F;1995-05-03;San Borja;2023-07-22;Bronce
2566;Mireia del Martín;F;1992-05-23;San Miguel;2023-06-25;Plata
2567;Begoña Ariel Morell Bartolomé;F;2003-02-23;San Martín de Porres;2023-04-28;Sin Programa
2568;Catalina Ramirez-Aller;F;1940-12-19;Rímac;2023-03-12;Bronce
2569;Manu Torres;F;1965-07-15;La Molina;2023-12-08;Bronce
2570;Juan Antonio Casanova Galan;M;1956-11-24;Sin Especificar;2023-10-14;Sin Programa
2571;Cipriano Escolano Adadia;M;1966-04-26;Comas;2023-09-05;Sin Programa
2572;Itziar Miralles-Casado;F;2004-08-08;Miraflores;2023-05-12;Oro
2573;Belen Fábregas Cuéllar;F;2004-05-11;Independencia;2023-08-23;Sin Programa
2574;Mar Jerez Arana;F;1997-12-18;Magdalena del Mar;2023-07-29;Sin Programa
2575;Bernabé Velasco Martín;M;1959-11-13;San Martín de Porres;2023-09-25;Bronce
2576;Macaria Duarte Rocha;F;1958-03-29;Independencia;2023-10-16;Sin Programa
2577;Diana Mas Arteaga;F;1965-05-10;Santiago de Surco;2023-01-08;Sin Programa
2578;Yolanda Marcos-Salgado;F;1946-03-25;Los Olivos;2023-11-25;Sin Programa
2579;Luis Trujillo Milla;M;1959-03-04;San Juan de Lurigancho;2023-11-27;Sin Programa
2580;Xavier Ortuño-Vicens;M;2002-09-19;Breña;2023-09-10;Bronce
2581;Omar Cabeza Arribas;M;2005-12-19;San Miguel;2023-12-10;Sin Programa
2582;Alejandro Fabra Cifuentes;M;1942-12-22;Rímac;2023-09-26;Sin Programa
2583;Tatiana Garrido Cañete;F;1983-04-13;Chorrillos;2023-03-17;Sin Programa
2584;Mamen Concepción Palomar Lobato;F;1941-04-28;Miraflores;2023-07-09;Sin Programa
2585;Pastora Roca Benavente;F;1989-04-26;Rímac;2023-03-18;Bronce
2586;Dominga Juliá-Pizarro;F;1963-08-31;Ate;2023-06-30;Sin Programa
2587;Gloria Sastre Blanco;F;1937-09-29;Magdalena del Mar;2023-11-25;Plata
2588;Nicolasa Roig Clemente;F;2005-11-03;Santiago de Surco;2023-12-01;Sin Programa
2589;Clara Bejarano-Leon;F;1989-01-16;Villa El Salvador;2023-07-06;Sin Programa
2590;Pepe Perales Vidal;M;1959-09-07;Jesús María;2023-03-01;Sin Programa
2591;Ceferino Hugo Corral Molina;M;1981-05-03;Magdalena del Mar;2023-03-11;Sin Programa
2592;Goyo Amo;M;1990-07-28;San Martín de Porres;2023-01-27;Plata
2593;Duilio Antonio León Casanovas;M;1967-06-28;Rímac;2023-12-11;Sin Programa
2594;Aura Ramírez-Batalla;F;1955-10-15;Chorrillos;2023-10-08;Bronce
2595;Miguel Borrell Parejo;M;1986-06-14;Jesús María;2023-01-16;Sin Programa
2596;Reyes Llano Coll;F;1962-05-09;San Juan de Lurigancho;2023-01-14;Bronce
2597;Emigdio Agustín Cabañas;M;1989-03-20;Los Olivos;2023-11-28;Bronce
2598;Consuela Pinedo;F;1996-12-30;Los Olivos;2023-09-24;Sin Programa
2599;Rosendo Casal Echevarría;M;1936-11-17;Lince;2023-08-08;Sin Programa
2600;Pascuala Medina-Tovar;F;1958-08-22;Rímac;2023-04-29;Plata
2601;Lucía Oller Luján;F;1977-11-14;San Juan de Lurigancho;2023-08-22;Plata
2602;Elpidio Cabeza-Asensio;M;1974-11-16;San Isidro;2023-03-06;Sin Programa
2603;Ester Porras Escrivá;F;1966-01-02;Pueblo Libre;2023-09-02;Sin Programa
2604;Samuel Quevedo Tapia;M;1977-08-04;Comas;2023-02-16;Bronce
2605;Bernardo Efraín Agustí Vilanova;M;1993-11-07;Lince;2023-06-10;Sin Programa
2606;Nando Cases Clavero;M;1981-10-03;San Borja;2023-08-27;Sin Programa
2607;Loreto Lastra;M;1958-07-08;San Borja;2023-03-11;Sin Programa
2608;Ángel Pellicer Ibañez;M;1989-08-21;Miraflores;2023-10-18;Plata
2609;Hortensia Olalla Seco España;F;1960-04-24;Magdalena del Mar;2023-04-01;Sin Programa
2610;Galo del Vallés;M;1952-08-09;Lince;2023-05-22;Plata
2611;Emiliano Roman Viñas;M;1993-01-23;Breña;2023-02-08;Sin Programa
2612;Ezequiel Bonet Mayoral;M;1967-02-11;Jesús María;2023-10-11;Bronce
2613;Regina Milla;F;1981-04-21;Magdalena del Mar;2024-01-02;Bronce
2614;Maximiliano Bernad Benítez;M;1937-09-05;San Borja;2024-01-20;Sin Programa
2615;Arturo Dalmau Barceló;M;1988-09-17;San Juan de Lurigancho;2023-08-08;Sin Programa
2616;Ramiro Macias Ureña;M;1946-03-22;San Borja;2023-02-28;Plata
2617;Imelda Verdugo Cerezo;F;1982-01-17;Pueblo Libre;2023-12-17;Sin Programa
2618;Leonor de Ramirez;F;1959-12-22;Jesús María;2023-08-14;Plata
2619;María Manuela Falcón Aguilar;F;1960-05-02;Sin Especificar;2023-09-24;Sin Programa
2620;Pascual Ochoa;M;1973-12-04;Comas;2023-06-01;Sin Programa
2621;Rafael Álvarez Arnal;M;1965-12-21;Sin Especificar;2023-02-13;Bronce
2622;Jacinta Carla Zabaleta Gomila;F;2005-05-01;Barranco;2023-07-13;Sin Programa
2623;Angelita Pedraza Cañellas;F;1984-03-01;Villa El Salvador;2023-06-20;Bronce
2624;Feliciana Azcona-Rocamora;F;1938-08-01;Santiago de Surco;2023-11-13;Sin Programa
2625;Fortunata de Perea;F;1964-11-10;Lince;2023-03-28;Bronce
2626;Fortunato Iborra Carranza;M;1977-10-30;San Martín de Porres;2023-12-28;Sin Programa
2627;Eutimio Tomas Marin;M;1949-02-09;San Isidro;2023-12-11;Bronce
2628;Clotilde Abril Prada;F;1962-10-11;Comas;2023-08-24;Sin Programa
2629;Ámbar Mayol Villalba;F;1938-08-30;Barranco;2023-11-09;Sin Programa
2630;Jordana Torrents Barceló;F;1977-06-30;Miraflores;2023-03-10;Sin Programa
2631;Abraham Seguí Moya;M;1949-12-27;San Isidro;2024-01-06;Sin Programa
2632;Felicidad Campo Adadia;F;1968-05-02;Ate;2023-06-21;Bronce
2633;Vilma Estrada Quesada;F;1956-06-06;Pueblo Libre;2023-03-21;Sin Programa
2634;Adelia Cadenas Rosa;F;1987-10-09;San Isidro;2023-08-31;Sin Programa
2635;Conrado de Ángel;M;1939-02-20;Sin Especificar;2023-04-14;Sin Programa
2636;Vinicio Corral-Reig;M;1976-09-01;San Martín de Porres;2023-10-29;Sin Programa
2637;Yago Torrent Aguilar;M;1954-03-18;San Borja;2023-06-21;Sin Programa
2638;Rebeca Ibáñez Gonzalo;F;1950-06-04;Independencia;2023-05-10;Sin Programa
2639;Gertrudis del Martínez;F;1984-07-01;Pueblo Libre;2023-12-22;Plata
2640;Inés Esparza Leon;F;1980-04-11;Santiago de Surco;2023-09-21;Plata
2641;Isidoro Saavedra Cáceres;M;1969-12-07;Independencia;2023-11-27;Sin Programa
2642;Felicidad Roura Adán;F;1948-10-08;Comas;2023-07-06;Sin Programa
2643;Vasco Fiol Cano;M;1993-02-23;Breña;2023-09-01;Bronce
2644;Erasmo Arjona Cañellas;M;1946-10-07;Jesús María;2023-08-13;Plata
2645;Humberto Muñoz;M;2000-12-02;Independencia;2023-03-13;Oro
2646;Candelaria Flor Tello;F;1943-07-04;Sin Especificar;2023-12-04;Sin Programa
2647;Azahara Robledo Torrijos;F;1999-09-14;Chorrillos;2023-08-01;Plata
2648;Leocadia Castejón-Morcillo;F;2007-07-19;San Juan de Lurigancho;2023-08-05;Sin Programa
2649;Josué Porcel;M;1999-02-21;Villa El Salvador;2023-03-16;Sin Programa
2650;Bartolomé Campos Almazán;M;1998-08-29;Villa El Salvador;2023-03-14;Plata
2651;Calixta Núñez Vall;F;1953-05-20;Independencia;2024-01-20;Bronce
2652;Raquel Guzmán Azorin;F;1976-10-10;Breña;2023-11-25;Oro
2653;Iker Aguiló Rovira;M;1998-06-21;Independencia;2023-03-09;Plata
2654;Espiridión del Torre;M;1949-11-30;Comas;2023-07-14;Sin Programa
2655;Pía Romeu Huguet;F;1958-02-10;Magdalena del Mar;2024-01-26;Bronce
2656;Calista Pastora Vidal Estévez;F;1967-02-25;Magdalena del Mar;2024-01-17;Sin Programa
2657;Elisa Cardona Lago;F;1944-04-27;Comas;2023-12-21;Plata
2658;Natividad Romeu Fiol;F;1950-09-09;La Molina;2024-01-01;Bronce
2659;Patricio de Vallés;M;1989-04-09;Magdalena del Mar;2023-08-04;Bronce
2660;Cipriano Ciríaco Comas Grande;M;1954-11-13;Los Olivos;2023-05-15;Oro
2661;Blas Quero Arenas;M;1946-03-17;San Juan de Lurigancho;2023-04-18;Bronce
2662;Celia Coll Roldan;F;1997-02-25;Santiago de Surco;2024-01-11;Sin Programa
2663;Mario Flores Bou;M;1988-05-04;Chorrillos;2023-01-17;Bronce
2664;Fortunata Ramón Zapata;F;1936-05-04;Rímac;2023-08-03;Sin Programa
2665;Odalis Guardia Girona;F;1948-02-25;Lince;2023-08-01;Sin Programa
2666;Inmaculada Tello Barriga;F;1993-04-12;Surco;2023-06-02;Plata
2667;Inmaculada Aznar-Mayo;F;1960-01-06;Sin Especificar;2023-02-16;Plata
2668;Eloy Parra Lozano;M;1951-04-23;Sin Especificar;2023-09-05;Sin Programa
2669;Pelayo Ripoll Huerta;M;1966-02-28;Independencia;2023-05-21;Sin Programa
2670;Visitación Asenjo Espada;F;2007-09-15;Sin Especificar;2023-10-24;Oro
2671;Abigaíl Azorin Montoya;F;1963-10-24;Ate;2023-12-08;Sin Programa
2672;Eloísa Suarez Losada;F;1961-07-13;Independencia;2023-07-30;Bronce
2673;Armida Irene Esteban Iniesta;F;1987-09-18;Lince;2023-03-18;Bronce
2674;Germán del Mayo;M;1967-09-10;Pueblo Libre;2023-11-07;Plata
2675;Atilio Alcalde Castillo;M;1940-10-04;Santiago de Surco;2023-08-11;Sin Programa
2676;Fernanda Pardo Ángel;F;1959-10-06;San Isidro;2024-01-10;Sin Programa
2677;Florencia Cándida Llorente Gallo;F;1991-08-18;San Juan de Lurigancho;2023-06-02;Oro
2678;Fátima Antonia Camino Castrillo;F;1955-07-03;Sin Especificar;2023-12-03;Bronce
2679;Benito Alfonso Farré Ferrando;M;1979-10-02;Chorrillos;2023-10-20;Sin Programa
2680;Ángela de Benavides;F;1977-09-22;Ate;2023-09-15;Sin Programa
2681;María Pilar Novoa-Mata;F;1998-02-27;Los Olivos;2023-04-04;Sin Programa
2682;Ricardo de Corral;M;1952-09-27;Villa El Salvador;2023-08-26;Plata
2683;Belen Feliu Ripoll;F;2003-10-31;Independencia;2023-06-14;Plata
2684;Olivia Iriarte-Olivera;F;1986-05-10;Comas;2023-11-16;Plata
2685;Jacobo Carpio Rubio;M;2002-08-14;Rímac;2024-01-14;Sin Programa
2686;Jose Antonio Rius Zabaleta;M;1982-12-23;Ate;2024-01-10;Sin Programa
2687;Ruperto Almeida-Diaz;M;1959-01-15;Pueblo Libre;2023-08-01;Plata
2688;Emigdio Pablo Castelló Manjón;M;1950-12-03;Miraflores;2023-09-09;Bronce
2689;Lorenzo Barrera Falcón;M;1976-06-12;Surco;2023-12-25;Sin Programa
2690;Leocadia Vilanova;F;1945-08-11;Independencia;2023-04-26;Sin Programa
2691;Caridad Río Vergara;F;1985-04-13;San Isidro;2023-04-19;Sin Programa
2692;Mar Portero;F;2001-07-25;Los Olivos;2023-09-11;Bronce
2693;María Dolores Llabrés;F;1993-06-12;Miraflores;2024-01-19;Sin Programa
2694;Cirino Acevedo Cuesta;M;2007-05-24;Magdalena del Mar;2023-07-30;Bronce
2695;César Manu Agullo Vilalta;M;1968-04-03;Independencia;2023-05-10;Sin Programa
2696;José del Mateos;M;1999-10-07;La Molina;2023-05-08;Plata
2697;Eusebio Ledesma Carrera;M;1996-09-17;Chorrillos;2023-10-27;Sin Programa
2698;Consuelo Arroyo Gárate;F;2006-05-01;Miraflores;2023-02-09;Plata
2699;Almudena Colomer Lobato;F;1969-06-15;Miraflores;2023-04-13;Sin Programa
2700;Elpidio Aznar Ibarra;M;1962-11-19;Jesús María;2024-01-31;Bronce
2701;Luna Carmona Abella;F;1993-01-24;Villa El Salvador;2023-04-12;Bronce
2702;Maximiano Peinado Morata;M;1983-05-13;Los Olivos;2024-01-05;Plata
2703;Patricio Laguna Cañellas;M;1946-12-15;Comas;2023-12-27;Sin Programa
2704;Vidal Mariño;M;1954-01-06;Independencia;2023-08-25;Sin Programa
2705;Ambrosio Alarcón Pagès;M;2000-08-14;Jesús María;2024-01-01;Sin Programa
2706;Patricia Losa Egea;F;1946-12-14;Independencia;2023-09-27;Bronce
2707;Adán Camino Piña;M;1987-06-06;Comas;2023-05-15;Sin Programa
2708;Trinidad Fábregas Salamanca;M;2005-03-21;San Juan de Lurigancho;2023-02-21;Sin Programa
2709;Eufemia Leiva Frías;F;1954-11-14;Ate;2023-07-06;Sin Programa
2710;Maxi Sancho Prats Cortés;M;1964-06-20;Chorrillos;2023-09-04;Sin Programa
2711;Cristina del Pedrosa;F;1953-06-29;Breña;2024-01-01;Sin Programa
2712;Virgilio Tello Bueno;M;1952-07-06;Comas;2023-10-24;Plata
2713;Carolina del Esteban;F;1946-02-03;Breña;2023-03-09;Plata
2714;Cecilia Trujillo Escribano;F;1948-12-18;Los Olivos;2023-04-05;Sin Programa
2715;Ainara Menéndez Cánovas;F;1970-07-04;Rímac;2023-02-13;Bronce
2716;Sebastian Prado Expósito;M;1963-10-17;La Molina;2023-06-27;Bronce
2717;Bienvenida Bello Roldan;F;1992-09-26;San Martín de Porres;2023-05-24;Sin Programa
2718;Jenny Quevedo Cabrera;F;1989-08-02;San Isidro;2023-08-14;Sin Programa
2719;Bernardita Albero-Cabo;F;1988-12-13;Villa El Salvador;2023-05-20;Bronce
2720;Gregorio Almansa;M;1977-06-04;San Isidro;2023-12-06;Sin Programa
2721;Sarita Alcalde Arranz;F;1969-10-28;Los Olivos;2024-01-23;Bronce
2722;Diana Blanes Leal;F;1946-09-09;Santiago de Surco;2024-01-27;Oro
2723;Mauricio Alcalde Agustí;M;1960-12-21;Los Olivos;2023-03-03;Bronce
2724;Macarena Nevado Blázquez;F;2002-08-26;Breña;2023-10-10;Oro
2725;Buenaventura Tenorio Saldaña;M;1954-10-04;San Miguel;2023-05-12;Sin Programa
